diseaseId,geneId,geneSymbol,DSI,DPI,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,score,EI,Gene_Description,PsychiatricDisorder,diseaseClassNameMSH,doClassId,doClassName,umlsSemanticTypeId,umlsSemanticTypeName,HGNC.ID,Approved.name,Ensembl.gene.ID
C0024809,6754,SSTR4,0.558,0.69,MARIJUANA ABUSE,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.02,1,ANKYRIN REPEAT AND KINASE DOMAIN CONTAINING 1,CANNABIS USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:21027,ANKYRIN REPEAT AND KINASE DOMAIN CONTAINING 1,ENSG00000170209
C1269683,6754,SSTR4,0.558,0.69,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0006870,6754,SSTR4,0.558,0.69,CANNABIS DEPENDENCE,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,ADRENOCEPTOR ALPHA 1A,CANNABIS USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:277,ADRENOCEPTOR ALPHA 1A,ENSG00000120907
C0005586,6755,SSTR5,0.604,0.414,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 13",BIPOLAR DISORDERS AND RELATED DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14638,ATP BINDING CASSETTE SUBFAMILY A MEMBER 13,ENSG00000179869
C0036341,6755,SSTR5,0.604,0.414,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C1269683,6770,STAR,0.584,0.483,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.1,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0038586,6770,STAR,0.584,0.483,SUBSTANCE USE DISORDERS,GROUP,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,TRYPTOPHAN HYDROXYLASE 2,ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:20692,TRYPTOPHAN HYDROXYLASE 2,ENSG00000139287
C0011570,6770,STAR,0.584,0.483,DEPRESSIVE DISORDER,DISEASE,F01,MENTAL OR BEHAVIORAL DYSFUNCTION,0.1,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0011581,6770,STAR,0.584,0.483,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.1,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0525045,6770,STAR,0.584,0.483,MOOD DISORDERS,GROUP,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY G (WHITE), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:73,ATP BINDING CASSETTE SUBFAMILY G MEMBER 1,ENSG00000160179
C0041696,6770,STAR,0.584,0.483,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.1,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0036341,6770,STAR,0.584,0.483,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0005586,6770,STAR,0.584,0.483,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.03,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 13",BIPOLAR DISORDERS AND RELATED DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14638,ATP BINDING CASSETTE SUBFAMILY A MEMBER 13,ENSG00000179869
C0011581,6774,STAT3,0.358,0.862,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0011570,6774,STAT3,0.358,0.862,DEPRESSIVE DISORDER,DISEASE,F01,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0036341,6783,SULT1E1,0.538,0.759,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.02,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0005586,6787,NEK4,0.785,0.138,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.41,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 13",BIPOLAR DISORDERS AND RELATED DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14638,ATP BINDING CASSETTE SUBFAMILY A MEMBER 13,ENSG00000179869
C0036341,6787,NEK4,0.785,0.138,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0600427,6804,STX1A,0.652,0.621,COCAINE DEPENDENCE,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,ADRENOCEPTOR ALPHA 1A,COCAINE USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:277,ADRENOCEPTOR ALPHA 1A,ENSG00000120907
C0036341,6804,STX1A,0.652,0.621,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.32,0.5,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0036341,6812,STXBP1,0.596,0.483,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0086132,6817,SULT1A1,0.564,0.517,DEPRESSIVE DISORDER,PHENOTYPE,F01,SIGN OR SYMPTOM,0.31,1,"ATP-BINDING CASSETTE, SUB-FAMILY C (CFTR/MRP), MEMBER 9",DEPRESSIVE DISORDERS,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:60,ATP BINDING CASSETTE SUBFAMILY C MEMBER 9,ENSG00000069431
C0005586,6822,SULT2A1,0.611,0.655,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 13",BIPOLAR DISORDERS AND RELATED DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14638,ATP BINDING CASSETTE SUBFAMILY A MEMBER 13,ENSG00000179869
C0338831,6822,SULT2A1,0.611,0.655,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",BIPOLAR DISORDERS AND RELATED DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0036341,6843,VAMP1,0.735,0.276,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0036341,6844,VAMP2,0.762,0.31,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0600427,6844,VAMP2,0.762,0.31,COCAINE DEPENDENCE,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,ADRENOCEPTOR ALPHA 1A,COCAINE USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:277,ADRENOCEPTOR ALPHA 1A,ENSG00000120907
C1269683,6844,VAMP2,0.762,0.31,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0036341,6845,VAMP7,0.663,0.379,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0011570,6853,SYN1,0.659,0.345,DEPRESSIVE DISORDER,DISEASE,F01,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,0.75,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0011581,6853,SYN1,0.659,0.345,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,0.75,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0036341,6853,SYN1,0.659,0.345,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.32,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0036341,6854,SYN2,0.681,0.276,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.37,0.8571429,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0005586,6854,SYN2,0.681,0.276,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.02,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 13",BIPOLAR DISORDERS AND RELATED DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14638,ATP BINDING CASSETTE SUBFAMILY A MEMBER 13,ENSG00000179869
C0036341,6855,SYP,0.55,0.69,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.36,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0011570,6855,SYP,0.55,0.69,DEPRESSIVE DISORDER,DISEASE,F01,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0005586,6855,SYP,0.55,0.69,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 13",BIPOLAR DISORDERS AND RELATED DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14638,ATP BINDING CASSETTE SUBFAMILY A MEMBER 13,ENSG00000179869
C0011581,6855,SYP,0.55,0.69,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0525045,6863,TAC1,0.473,0.793,MOOD DISORDERS,GROUP,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.36,1,"ATP-BINDING CASSETTE, SUB-FAMILY G (WHITE), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:73,ATP BINDING CASSETTE SUBFAMILY G MEMBER 1,ENSG00000160179
C0001973,6863,TAC1,0.473,0.793,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.32,1,"ABO BLOOD GROUP (TRANSFERASE A, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE; TRANSFERASE B, ALPHA 1-3-GALACTOSYLTRANSFERASE)",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:79,"ABO, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE AND ALPHA 1-3-GALACTOSYLTRANSFERASE",ENSG00000175164
C0011570,6863,TAC1,0.473,0.793,DEPRESSIVE DISORDER,DISEASE,F01,MENTAL OR BEHAVIORAL DYSFUNCTION,0.34,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C1269683,6863,TAC1,0.473,0.793,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0011581,6863,TAC1,0.473,0.793,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.34,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0001973,6869,TACR1,0.559,0.724,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.55,1,"ABO BLOOD GROUP (TRANSFERASE A, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE; TRANSFERASE B, ALPHA 1-3-GALACTOSYLTRANSFERASE)",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:79,"ABO, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE AND ALPHA 1-3-GALACTOSYLTRANSFERASE",ENSG00000175164
C0005586,6869,TACR1,0.559,0.724,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.52,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 13",BIPOLAR DISORDERS AND RELATED DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14638,ATP BINDING CASSETTE SUBFAMILY A MEMBER 13,ENSG00000179869
C0001956,6869,TACR1,0.559,0.724,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ALCOHOL DEHYDROGENASE 4 (CLASS II), PI POLYPEPTIDE",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:252,"ALCOHOL DEHYDROGENASE 4 (CLASS II), PI POLYPEPTIDE",ENSG00000198099
C0525045,6869,TACR1,0.559,0.724,MOOD DISORDERS,GROUP,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.32,1,"ATP-BINDING CASSETTE, SUB-FAMILY G (WHITE), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:73,ATP BINDING CASSETTE SUBFAMILY G MEMBER 1,ENSG00000160179
C0036341,6870,TACR3,0.582,0.552,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.32,0.5,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0011570,6870,TACR3,0.582,0.552,DEPRESSIVE DISORDER,DISEASE,F01,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0600427,6870,TACR3,0.582,0.552,COCAINE DEPENDENCE,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,ADRENOCEPTOR ALPHA 1A,COCAINE USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:277,ADRENOCEPTOR ALPHA 1A,ENSG00000120907
C0001973,6870,TACR3,0.582,0.552,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.51,1,"ABO BLOOD GROUP (TRANSFERASE A, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE; TRANSFERASE B, ALPHA 1-3-GALACTOSYLTRANSFERASE)",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:79,"ABO, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE AND ALPHA 1-3-GALACTOSYLTRANSFERASE",ENSG00000175164
C0011581,6870,TACR3,0.582,0.552,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.11,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0086132,6886,TAL1,0.572,0.483,DEPRESSIVE DISORDER,PHENOTYPE,F01,SIGN OR SYMPTOM,0.02,1,"ATP-BINDING CASSETTE, SUB-FAMILY C (CFTR/MRP), MEMBER 9",DEPRESSIVE DISORDERS,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:60,ATP BINDING CASSETTE SUBFAMILY C MEMBER 9,ENSG00000069431
C0011581,6886,TAL1,0.572,0.483,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.06,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
